translation_proxy_locked_id,fit_slot,source_pool,age,throws_or_bats,position_or_role,market_access_bucket,availability_gate_pass,pitcher_diagnostic_pct,starter_runway_proxy_pct,traffic_command_proxy_pct,market_access_score,availability_gate_score,feature_coverage_score,translation_proxy_component_coverage,pitcher_translation_proxy_score,pitcher_translation_proxy_band,translation_proxy_status,research_status,manual_check_flags,candidate_name_release_allowed,score_release_allowed,rank_release_allowed,shortlist_label_allowed,is_final_recommendation,recommendation_label,release_policy
LOCKED-TRANS-0FB84E09AC7C,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,46.24628344895937,49.42517343904856,10.0,0.0,0.0,100.0,46.41786422200198,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-10965457D9ED,foreign_pitcher,regular_foreign_pitcher,,,SP/multi-inning pitcher candidate pool,unknown_not_in_current_mlb_org,False,40.0,46.24628344895937,46.46184340931616,45.0,0.0,0.0,100.0,47.427031714568884,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-10C418795F34,foreign_pitcher,regular_foreign_pitcher,25.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,46.24628344895937,53.01288404360753,15.0,0.0,0.0,100.0,47.56479187314172,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1128FD5F587D,foreign_pitcher,regular_foreign_pitcher,30.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,48.1042856934647,50.49554013875124,10.0,0.0,0.0,100.0,47.149956458053985,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-113F8C9B7F27,foreign_pitcher,regular_foreign_pitcher,,,SP/multi-inning pitcher candidate pool,unknown_not_in_current_mlb_org,False,40.0,50.08671952428146,43.80574826560952,45.0,0.0,0.0,100.0,47.72311694747275,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1190EFA6830F,foreign_pitcher,regular_foreign_pitcher,37.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,48.83957981111176,62.03171456888008,10.0,0.0,0.0,100.0,50.21782359499796,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-11A1D748AB37,foreign_pitcher,regular_foreign_pitcher,29.0,Left,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,46.24628344895937,55.68880079286422,15.0,0.0,0.0,100.0,48.233771060455894,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1242892142E8,foreign_pitcher,regular_foreign_pitcher,25.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,50.08671952428146,49.9207135777998,10.0,0.0,0.0,100.0,47.50185827552032,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1300C61CF3CF,foreign_pitcher,regular_foreign_pitcher,29.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,40.0,56.92517343904856,54.132804757185326,35.0,0.0,0.0,100.0,51.51449454905847,watch,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1307323CE06C,foreign_pitcher,regular_foreign_pitcher,33.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,47.18516804640588,55.98612487611497,15.0,0.0,0.0,100.0,48.54282323063021,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-135A6D86926B,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,43.600609222876464,52.596630327056495,15.0,0.0,0.0,100.0,46.79930988748324,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-13743D2C27CE,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,51.57716580190054,51.427155599603566,10.0,0.0,0.0,100.0,48.25108035037603,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-143276CE8094,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,50.31016804640588,54.32111000991081,10.0,0.0,0.0,100.0,48.65781951407917,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-148BF77175C5,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,47.53086419753087,40.26811678433196,52.73888909281486,10.0,0.0,0.0,100.0,48.01101072854597,watch,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-14E6B3372CC5,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,41.670462164052935,49.60356788899901,10.0,0.0,0.0,100.0,45.318507513262986,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-15667B959060,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,59.576313181367695,32.10109018830525,10.0,0.0,0.0,100.0,45.41935084241824,watch,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-15A3FE8C8B8F,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,26.954732510288064,45.32736747869993,40.89837552561922,75.0,100.0,0.0,100.0,48.39285550416621,watch,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1673821FC7B9,foreign_pitcher,regular_foreign_pitcher,28.0,Switch,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,50.08671952428146,41.06045589692765,10.0,0.0,0.0,100.0,45.28679385530228,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-16BA9F093DF7,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,43.30510697837113,51.70465807730426,10.0,0.0,0.0,100.0,46.25244126391885,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-18A1DA82A917,foreign_pitcher,regular_foreign_pitcher,,,SP/multi-inning pitcher candidate pool,unknown_not_in_current_mlb_org,False,40.0,46.24628344895937,58.08721506442022,45.0,0.0,0.0,100.0,50.3333746283449,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-18BB900F0770,foreign_pitcher,regular_foreign_pitcher,22.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,38.477366255144034,80.10528698503592,39.579096771035985,10.0,0.0,0.0,100.0,51.96430581556118,watch,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-19DF56DA0DD9,foreign_pitcher,regular_foreign_pitcher,30.0,Right,SP/multi-inning pitcher candidate pool,dfa_designated_high_signal,True,41.1522633744856,32.6581344035369,50.65912956233405,95.0,100.0,0.0,100.0,52.924995003813414,watch,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-19F6D7574599,foreign_pitcher,regular_foreign_pitcher,31.0,Left,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,47.90069521366525,56.8780971258672,10.0,0.0,0.0,100.0,48.694698084883115,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1A0EE3207A14,foreign_pitcher,regular_foreign_pitcher,32.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,46.24628344895937,50.75322101090188,10.0,0.0,0.0,100.0,46.74987611496531,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1A39110C28CE,foreign_pitcher,regular_foreign_pitcher,30.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,46.24628344895937,44.54905847373637,15.0,0.0,0.0,100.0,45.448835480673935,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1BD7C02C0B20,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,27.77777777777778,54.62035099740198,28.55748877387463,75.0,100.0,0.0,100.0,47.87779327615249,watch,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1BEB64B6FD2C,foreign_pitcher,regular_foreign_pitcher,,,SP/multi-inning pitcher candidate pool,unknown_not_in_current_mlb_org,False,40.0,50.08671952428146,49.8810703666997,45.0,0.0,0.0,100.0,49.241947472745295,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1CB9F9AA0900,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,39.556491575817645,57.13577799801784,10.0,0.0,0.0,100.0,46.67306739345887,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1CCE323FD02A,foreign_pitcher,regular_foreign_pitcher,29.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,46.24628344895937,60.26759167492567,15.0,0.0,0.0,100.0,49.37846878097126,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1D069569AAD5,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,56.37860082304527,42.38377238597479,51.076688405176455,10.0,0.0,0.0,100.0,50.778695444701384,watch,research_proxy_needs_manual_review,diagnostic_watch_locked,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1D96D7F049C0,foreign_pitcher,regular_foreign_pitcher,24.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,56.63231286072407,62.34886025768087,15.0,0.0,0.0,100.0,52.495293279601235,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1E3470BF3A72,foreign_pitcher,regular_foreign_pitcher,27.0,Left,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,32.098765432098766,63.0040622955492,53.38770000040785,10.0,0.0,0.0,100.0,49.22757020361889,watch,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1E780A91E192,foreign_pitcher,regular_foreign_pitcher,22.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,46.24628344895937,59.43508424182359,10.0,0.0,0.0,100.0,48.92034192269574,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-1ECA40DE38A6,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,46.24628344895937,57.155599603567886,10.0,0.0,0.0,100.0,48.35047076313181,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-22DB459E108D,foreign_pitcher,regular_foreign_pitcher,32.0,Left,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,43.20987654320987,63.42319841590296,46.18018084156175,35.0,0.0,0.0,100.0,52.11380777732914,watch,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-23178B95D97C,foreign_pitcher,regular_foreign_pitcher,29.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,51.39334227248878,55.90683845391477,10.0,0.0,0.0,100.0,49.325045181600885,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-23B284D1CDB0,foreign_pitcher,regular_foreign_pitcher,36.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,43.96825628169999,57.888999008919725,10.0,0.0,0.0,100.0,47.96431382265493,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-23C9E0ACE4DA,foreign_pitcher,regular_foreign_pitcher,29.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,45.67901234567901,59.589262481289786,42.73795103329295,35.0,0.0,0.0,100.0,51.03550708234939,watch,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-23CC33A1D6CB,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,46.24628344895937,47.97819623389495,10.0,0.0,0.0,100.0,46.05611992071358,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-24EE9EFCB261,foreign_pitcher,regular_foreign_pitcher,,,SP/multi-inning pitcher candidate pool,unknown_not_in_current_mlb_org,False,40.0,46.24628344895937,50.99108027750248,45.0,0.0,0.0,100.0,48.55934093161546,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-24F0499B4CC6,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,42.79835390946502,56.9527799190006,36.79420197645063,35.0,0.0,0.0,100.0,48.02625164670231,watch,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-256EC4573BAF,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,42.13002098758234,55.45094152626363,15.0,0.0,0.0,100.0,47.145240628461494,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-2654FBB89D70,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,51.76098933131231,55.232903865213075,10.0,0.0,0.0,100.0,49.24847329913135,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-265E21AE75D8,foreign_pitcher,regular_foreign_pitcher,31.0,Left,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,39.0449192561068,54.44003964321111,10.0,0.0,0.0,100.0,45.87123972482948,watch,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-26E4F47066EF,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,50.20576131687243,54.477985170502514,32.7229624735406,35.0,0.0,0.0,100.0,48.611965306072506,watch,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-278D312A41D7,foreign_pitcher,regular_foreign_pitcher,,,SP/multi-inning pitcher candidate pool,unknown_not_in_current_mlb_org,False,40.0,46.24628344895937,55.926660059464815,45.0,0.0,0.0,100.0,49.79323587710604,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-28F63C8DF122,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,41.74925668979188,50.46580773042616,10.0,0.0,0.0,100.0,45.55376610505451,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-29ED8FF84CC8,foreign_pitcher,regular_foreign_pitcher,,,SP/multi-inning pitcher candidate pool,unknown_not_in_current_mlb_org,False,40.0,50.08671952428146,51.05054509415263,45.0,0.0,0.0,100.0,49.534316154608526,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-2A1BC62CCCBB,foreign_pitcher,regular_foreign_pitcher,33.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,39.556491575817645,52.25966303270566,10.0,0.0,0.0,100.0,45.454038652130826,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-2A2C5D21D261,foreign_pitcher,regular_foreign_pitcher,34.0,Left,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,46.24628344895937,58.46382556987116,10.0,0.0,0.0,100.0,48.67752725470763,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-2AE9F637F91A,foreign_pitcher,regular_foreign_pitcher,25.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,40.0,41.65069521366525,50.93161546085233,15.0,0.0,0.0,100.0,45.89557766862939,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-2BCA4510B203,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,40.0,42.84554815484172,48.37462834489594,10.0,0.0,0.0,100.0,45.30504412493441,watch,research_proxy_needs_manual_review,missing_or_stale_milb_context_review,availability_gate_failed_or_unknown|milb_context_gap|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-2D2EE005ED73,foreign_pitcher,regular_foreign_pitcher,34.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,31.48148148148148,52.23699156154282,32.382344904093614,75.0,100.0,0.0,100.0,49.34927856085355,watch,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
