source_league,team_code,team_name,roster_no,player_name,normalized_player_name,position_group,position,born,throws,bats,nationality,nationality_source,asian_league_history_gate,asian_quota_nationality_gate,contract_status_gate,new_signing_cost_gate,availability_bucket,asian_quota_feasibility_bucket,club_control_risk_flag,candidate_release_policy,is_final_recommendation,shortlist_label_allowed,candidate_name_release_allowed
CPBL,ADD,U-Lions,13,CHEN Yung Chi（Ma Yaw Ciru）,chen yung chi ma yaw ciru,,Third-Base Man,1983/07/13,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,ADD,U-Lions,2,LIN Tzu Hao,lin tzu hao,,Third-Base Man,2002/03/29,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,ADD,U-Lions,35,PAN Chieh Kai,pan chieh kai,,Third-Base Man,1994/02/03,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,2,"Matsukawa, Kou",kou matsukawa,Catchers,Catcher,"Oct. 20, 2003",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,69,"Okamura, Ryoju",ryoju okamura,Catchers,Catcher,"May 3, 2007",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,32,"Satoh, Toshiya",toshiya satoh,Catchers,Catcher,"Jan. 27, 1998",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,27,"Tamura, Tatsuhiro",tatsuhiro tamura,Catchers,Catcher,"May 13, 1994",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,65,"Terachi, Ryusei",ryusei terachi,Catchers,Catcher,"Aug. 19, 2005",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,45,"Ueda, Shota",shota ueda,Catchers,Catcher,"Dec. 18, 1997",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,67,"Chatani, Kenta",kenta chatani,Infielders,Infielder,"Jan. 16, 1998",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,7,"Fujioka, Yudai",yudai fujioka,Infielders,Infielder,"Aug. 8, 1993",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,0,"Ikeda, Raito",raito ikeda,Infielders,Infielder,"Dec. 11, 1999",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,43,"Ishigaki, Masami",masami ishigaki,Infielders,Infielder,"Sep. 21, 1998",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,44,"Miyazaki, Ryusei",ryusei miyazaki,Infielders,Infielder,"Dec. 9, 2000",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,8,"Nakamura, Shogo",shogo nakamura,Infielders,Infielder,"May 28, 1992",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,57,"Ogawa, Ryusei",ryusei ogawa,Infielders,Infielder,"Apr. 5, 1998",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,55,"Sakurai, Yuya",yuya sakurai,Infielders,Infielder,"Jun. 30, 2007",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,99,"Soto, Neftali",neftali soto,Infielders,Infielder,"Feb. 28, 1989",R,R,Puerto Rico,wikipedia_foreign_seed,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,49,"Tatematsu, Yu",yu tatematsu,Infielders,Infielder,"Feb. 5, 1999",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,4,"Tomosugi, Atsuki",atsuki tomosugi,Infielders,Infielder,"Nov. 7, 2000",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,10,"Ueda, Kyuto",kyuto ueda,Infielders,Infielder,"Aug. 12, 2001",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,38,"Yamasaki, Tsuyoshi",tsuyoshi yamasaki,Infielders,Infielder,"Dec. 29, 1995",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,5,"Yasuda, Hisanori",hisanori yasuda,Infielders,Infielder,"Apr. 15, 1999",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,1,"Fujiwara, Kyota",kyota fujiwara,Outfielders,Outfielder,"May 6, 2000",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,39,"Inoue, Kouta",kouta inoue,Outfielders,Outfielder,"Aug. 12, 2001",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,23,"Ishikawa, Shingo",shingo ishikawa,Outfielders,Outfielder,"Apr. 27, 1993",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,3,"Kakunaka, Katsuya",katsuya kakunaka,Outfielders,Outfielder,"May 25, 1987",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,6,"Nishikawa, Misho",misho nishikawa,Outfielders,Outfielder,"Mar. 25, 2003",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,25,"Oka, Hiromi",hiromi oka,Outfielders,Outfielder,"Jul. 15, 1991",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,22,"Polanco, Gregory",gregory polanco,Outfielders,Outfielder,"Sep. 14, 1991",L,L,Dominican Republic,wikipedia_foreign_seed,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,0,"Takabe, Akito",akito takabe,Outfielders,Outfielder,"Dec. 11, 1997",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,50,"Takeda, Aito",aito takeda,Outfielders,Outfielder,"Apr. 6, 1997",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,63,"Wada, Koshiro",koshiro wada,Outfielders,Outfielder,"Jan. 14, 1999",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,51,"Yamaguchi, Koki",koki yamaguchi,Outfielders,Outfielder,"Aug. 18, 2000",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,61,"Yamamoto, Daito",daito yamamoto,Outfielders,Outfielder,"Aug. 9, 2002",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,24,"Azuma, Yusuke",yusuke azuma,Pitchers,Pitcher,"Apr. 4, 1996",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,11,"Castillo, Jose",jose castillo,Pitchers,Pitcher,"Jan. 10, 1996",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,46,"Fuji, Hayato",hayato fuji,Pitchers,Pitcher,"Mar. 10, 2002",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,59,"Hayasaka, Oto",oto hayasaka,Pitchers,Pitcher,"Jul. 26, 2005",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,30,"Hirohata, Atsuya",atsuya hirohata,Pitchers,Pitcher,"Dec. 3, 1997",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,64,"Hiroike, Koshiro",koshiro hiroike,Pitchers,Pitcher,"Sep. 16, 2002",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,41,"Ichijo, Rikima",rikima ichijo,Pitchers,Pitcher,"Feb. 10, 2003",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,18,"Ishigaki, Genki",genki ishigaki,Pitchers,Pitcher,"Aug. 16, 2007",R,S,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,21,"Ishikawa, Shuta",shuta ishikawa,Pitchers,Pitcher,"Dec. 27, 1991",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,42,"Jackson, Andre",andre jackson,Pitchers,Pitcher,"May 1, 1996",R,R,United States of America,wikipedia_foreign_seed,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,19,"Karakawa, Yuki",yuki karakawa,Pitchers,Pitcher,"Jul. 5, 1989",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,58,"Kawamura, Tokito",tokito kawamura,Pitchers,Pitcher,"Jun. 18, 1997",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,28,"Kikuchi, Riku",riku kikuchi,Pitchers,Pitcher,"Jun. 13, 2000",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,53,"Kimura, Yuto",yuto kimura,Pitchers,Pitcher,"Jun. 1, 2005",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,73,"Long, Sam",sam long,Pitchers,Pitcher,"Jul. 8, 1995",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,52,"Masuda, Naoya",naoya masuda,Pitchers,Pitcher,"Oct. 25, 1989",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,66,"Miyazaki, Hayato",hayato miyazaki,Pitchers,Pitcher,"Jun. 14, 2000",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,13,"Mouri, Kaito",kaito mouri,Pitchers,Pitcher,"Sep. 14, 2003",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,56,"Nakamori, Shunsuke",shunsuke nakamori,Pitchers,Pitcher,"May 29, 2002",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,29,"Nishino, Yuji",yuji nishino,Pitchers,Pitcher,"Mar. 6, 1991",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,31,"Ohtani, Hikaru",hikaru ohtani,Pitchers,Pitcher,"Jul. 11, 2000",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,14,"Ojima, Kazuya",kazuya ojima,Pitchers,Pitcher,"Jul. 7, 1996",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,40,"Okumura, Raito",raito okumura,Pitchers,Pitcher,"Sep. 8, 2007",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,37,"Ono, Fumiya",fumiya ono,Pitchers,Pitcher,"Oct. 23, 1996",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,62,"Sakai, Haru",haru sakai,Pitchers,Pitcher,"May 8, 2006",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,36,"Sakamoto, Koshiro",koshiro sakamoto,Pitchers,Pitcher,"Sep. 9, 1994",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,54,"Sawada, Keisuke",keisuke sawada,Pitchers,Pitcher,"Apr. 27, 1994",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,47,"Suzuki, Shota",shota suzuki,Pitchers,Pitcher,"Sep. 7, 1998",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,34,"Takano, Shuta",shuta takano,Pitchers,Pitcher,"Aug. 13, 1998",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,35,"Tanaka, Haruya",haruya tanaka,Pitchers,Pitcher,"Jun. 6, 2004",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,60,"Tanaka, Yamato",yamato tanaka,Pitchers,Pitcher,"Jan. 29, 2002",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,16,"Taneichi, Atsuki",atsuki taneichi,Pitchers,Pitcher,"Sep. 7, 1998",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,33,"Yagi, Akira",akira yagi,Pitchers,Pitcher,"May 26, 1997",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,15,"Yokoyama, Rikuto",rikuto yokoyama,Pitchers,Pitcher,"Aug. 5, 2001",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,m,Chiba Lotte Marines,91,"Yoshikawa, Yuto",yuto yoshikawa,Pitchers,Pitcher,"Mar. 14, 2005",L,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,58,"Ishibashi, Kota",kota ishibashi,Catchers,Catcher,"Dec. 7, 2000",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,9,"Ishii, Yuta",yuta ishii,Catchers,Catcher,"Aug. 18, 2000",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,49,"Katoh, Takuma",takuma katoh,Catchers,Catcher,"Apr. 29, 1992",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,35,"Kinoshita, Takuya",takuya kinoshita,Catchers,Catcher,"Dec. 18, 1991",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,43,"Miya, Taisei",taisei miya,Catchers,Catcher,"Jun. 14, 2003",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,39,"Usami, Shingo",shingo usami,Catchers,Catcher,"Jun. 4, 1993",R,L,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,48,"Abe, Toshiki",toshiki abe,Infielders,Infielder,"Dec. 3, 1989",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,4,"Calixte, Orlando",orlando calixte,Infielders,Infielder,"Feb. 3, 1992",R,R,Dominican Republic,wikipedia_foreign_seed,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,65,"Chino, Naoto",naoto chino,Infielders,Infielder,"Feb. 16, 1999",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
NPB,d,Chunichi Dragons,7,"Fukunaga, Hiroki",hiroki fukunaga,Infielders,Infielder,"Sep. 16, 1996",R,R,,not_available_on_npb_official,pass_current_roster,unknown,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
