locked_card_id,fit_slot,card_title,card_release_policy,card_stage,source_fill_readiness_bucket,sensitivity_band,fit_thesis_public_safe,ssg_fit_band,translation_band,market_realism_band,tool_process_band,surplus_access_band,failure_risk_band,source_confidence_band,primary_risk_focus,source_status_summary,manual_review_questions,next_source_actions,usable_article_rows_band,korean_article_rows_band,candidate_name_release_allowed,score_release_allowed,rank_release_allowed,shortlist_label_allowed,is_final_recommendation,scouting_card_release_allowed,recommendation_label
LOCKED-FH-C14F2B1BBE,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,strong,strong,watch,above_average,lower_current_risk,watch,contract/access,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-C588D3845D,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,above_average,above_average,lower_current_risk,watch,contract/access,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D27CFD0D7C,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,watch,contract/access,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D3C20CFB6B,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,watch,above_average,manageable_risk,watch,contract/access,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D5C5E36C0E,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,watch,strong,strong,above_average,above_average,lower_current_risk,watch,no_primary_high_risk_bucket_after_source_fill,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: no_primary_high_risk_bucket_after_source_fill. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D6D4C4857E,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,lower_current_risk,watch,no_primary_high_risk_bucket_after_source_fill,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: no_primary_high_risk_bucket_after_source_fill. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-DE0F133226,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,above_average,strong,strong,above_average,above_average,lower_current_risk,watch,no_primary_high_risk_bucket_after_source_fill,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: no_primary_high_risk_bucket_after_source_fill. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-F02B608813,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,watch,above_average,strong,above_average,above_average,manageable_risk,watch,contract/access,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-F8BDA8E0C3,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,above_average,above_average,lower_current_risk,watch,contract/access,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-F90D470553,foreign_hitter,Locked OF/DH fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,strong,above_average,lower_current_risk,watch,contract/access,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-0EB8C595EF,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,SP/multi-inning profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,watch,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-18DE20D7E3,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,SP/multi-inning profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-1B7085B1D5,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,SP/multi-inning profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-1DF25492DF,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,SP/multi-inning profile: market-access band is favorable,above_average,above_average,strong,watch,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-1E78030216,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,SP/multi-inning profile: translation-risk band is favorable; damage-command/process band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,weak_or_unknown,contract/access|role-fit|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|role-fit|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-1F9F9C0445,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,SP/multi-inning profile: translation-risk band is favorable; damage-command/process band is favorable; market-access band is favorable,strong,strong,strong,above_average,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-20A1D477B0,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,SP/multi-inning profile: market-access band is favorable,above_average,above_average,strong,watch,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-2CE5345EF9,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,SP/multi-inning profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-32F17D9A59,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,SP/multi-inning profile: translation-risk band is favorable; damage-command/process band is favorable; market-access band is favorable,above_average,strong,strong,above_average,above_average,lower_current_risk,weak_or_unknown,data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-335E0FAA03,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top50_review_locked,SP/multi-inning profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
LOCKED-FP-476B54DB69,foreign_pitcher,Locked SP/multi-inning fit review card,locked_scouting_card_template_no_candidate_name_no_score_no_rank,scouting_card_template_locked_no_candidate_name,source_supported_scouting_card_next_locked,stable_top25_locked,SP/multi-inning profile: translation-risk band is favorable; market-access band is favorable,above_average,strong,strong,above_average,above_average,manageable_risk,weak_or_unknown,contract/access|data gap,contract:not_required|medical:not_required|korea:not_required|nationality:not_required,"foreign_pitcher_starter_multi_inning_priority || Can this SP/multi-inning profile stabilize SSG's traffic-command and extra-out resilience problem? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm starter runway, pitch mix quality, strike-throwing under traffic, HR/BB damage suppression, and role willingness. || Review risk focus: contract/access|data gap. || Verify current contract, option status, salary expectation, agent openness, and whether the arm is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if workload continuity, medical availability, command/damage profile, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,none,none,False,False,False,False,False,False,locked_not_allowed
